# WhoWatch（ふわっち）コメントログ
# live_id: 71988357
# 対象 user_path: ふ:ice_893
# 時刻はコメントの posted_at（ミリ秒）をローカルタイムゾーンに変換したものです。
# データ行はタブ区切り 1 行 1 コメント。列に含まれ得るタブ・改行は空白に置換しています。
posted_at_local	user_id	display_name	account_name	comment_type	message
2026-04-21 17:32:17.000	1118	たぬき13号	ふ:緑たぬき	BY_PUBLIC	結構おっちょこなんだね
2026-04-21 17:32:32.000	1119	たぬき14号	ふ:黄たぬき	BY_PUBLIC	コレコレさん連絡してたね
2026-04-21 17:32:42.000	1121	たぬき15号	ふ:青たぬき	BY_PUBLIC	普段お酒ほとんど飲まないのに、飲んでしまい酔って覚えてないのかな？
2026-04-21 17:32:53.000	1118	たぬき13号	ふ:緑たぬき	BY_PUBLIC	まずは飲んでた仲間に連絡
2026-04-21 17:32:53.000	1119	たぬき14号	ふ:黄たぬき	BY_PUBLIC	よーぶんのけん
2026-04-21 17:33:05.000	1523	匿名盛り上げ係長	ふ:匿名盛り上げ係長	BY_PLAYITEM	【メーター+1】召喚石の砂をプレゼントしました（あと269で配信者に召喚石をプレゼント）
2026-04-21 17:33:02.000	1523	匿名盛り上げ係長	ふ:匿名盛り上げ係長	BY_PLAYITEM	サブまんです♡
2026-04-21 17:33:14.000	1122	たぬき4号	ふ:紫たぬき	BY_PUBLIC	やってるな
2026-04-21 17:33:26.000	1118	たぬき16号	ふ:緑たぬき	BY_PUBLIC	お店のトイレで配信してましたねw
2026-04-21 17:33:40.000	1122	たぬき4号	ふ:紫たぬき	BY_PUBLIC	綺麗な景色だった
2026-04-21 17:34:05.000	1118	たぬき13号	ふ:緑たぬき	BY_PUBLIC	今日はどこ飲み？
2026-04-21 17:34:22.000	1121	たぬき15号	ふ:青たぬき	BY_PUBLIC	酔ってた配信してたの？珍しい💦見てなかった
2026-04-21 17:34:37.000	1118	たぬき17号	ふ:緑たぬき	BY_PUBLIC	コレコレさんがタワマンと話したいらしいですよ。配信で
2026-04-21 17:34:31.000	1121	たぬき3号	ふ:青たぬき	BY_PUBLIC	一回の飲み代いくら？
2026-04-21 17:34:47.000	1314	プラチナたぬき12号	ふ:プラチナたぬき	BY_PUBLIC	飲む人にもよるよね🍻
2026-04-21 17:34:57.000	1118	たぬき18号	ふ:緑たぬき	BY_PUBLIC	コレコレさん何の話？
2026-04-21 17:36:01.000	1120	たぬき11号	ふ:赤たぬき	BY_PUBLIC	ぱんだ　ロンシンがこれこれにぶっ叩かれてて発狂
2026-04-21 17:36:36.000	1121	たぬき7号	ふ:青たぬき	BY_PUBLIC	なんて叩かれたの？
2026-04-21 17:36:56.000	1120	たぬき19号	ふ:赤たぬき	BY_PUBLIC	すげーポンプだな
2026-04-21 17:36:53.000	1118	たぬき6号	ふ:緑たぬき	BY_PUBLIC	酔っ払ってたからだよ
2026-04-21 17:37:08.000	65404309	七色の薔薇	ふ:RainbowRose	BY_PLAYITEM	お届け者です🌹✨
2026-04-21 17:37:15.000	65404309	七色の薔薇	ふ:RainbowRose	BY_PLAYITEM	【メーター+1】召喚石の砂をプレゼントしました（あと268で配信者に召喚石をプレゼント）
2026-04-21 17:37:15.000	1120	たぬき11号	ふ:赤たぬき	BY_PUBLIC	酔ってたから　これこれは酔っ払いが大っ嫌い
2026-04-21 17:37:12.000	65404309	七色の薔薇	ふ:RainbowRose	BY_PLAYITEM	エナジーチャージを2個プレゼントしました
2026-04-21 17:37:26.000	1121	たぬき15号	ふ:青たぬき	BY_PUBLIC	この絵何！？🐼、犯人て決めつけてる相関図？ある枠で、🐼が指示役でのぶよしが、鉄砲玉って言ってた
2026-04-21 17:37:44.000	1122	たぬき20号	ふ:紫たぬき	BY_PUBLIC	カマヨシ逃げまくってるな
2026-04-21 17:38:07.000	1525	匿名盛り上げ部長	ふ:匿名盛り上げ部長	BY_PLAYITEM	いえーい
2026-04-21 17:37:59.000	65404309	七色の薔薇	ふ:RainbowRose	BY_FOLLOWER	眼精疲労でミスタップ…コレコレまで行っちゃったか…キック見るのめんどくさいなー…🌹…
2026-04-21 17:38:55.000	1122	たぬき21号	ふ:紫たぬき	BY_PUBLIC	ロンシンさんが酔っぱらい扱いされたのが許せねー失礼だってめっちゃキレてました🐼
2026-04-21 17:38:55.000	1523	匿名盛り上げ係長	ふ:匿名盛り上げ係長	BY_PLAYITEM	【メーター+1】召喚石の砂をプレゼントしました（あと266で配信者に召喚石をプレゼント）
2026-04-21 17:38:52.000	1523	匿名盛り上げ係長	ふ:匿名盛り上げ係長	BY_PLAYITEM	エナジーチャージを3個プレゼントしました
2026-04-21 17:38:51.000	1525	匿名盛り上げ部長	ふ:匿名盛り上げ部長	BY_PLAYITEM	【メーター+1】珍しい🫣（あと267で配信者に召喚石をプレゼント）
2026-04-21 17:38:50.000	1121	たぬき15号	ふ:青たぬき	BY_PUBLIC	コレコレさんは、たわまんさんの味方と思うよ
2026-04-21 17:39:14.000	1122	たぬき22号	ふ:紫たぬき	BY_PUBLIC	佐々木さんの話が少し長くてコレリスがコメントで「黙れ_」て
2026-04-21 17:39:40.000	1523	匿名盛り上げ係長	ふ:匿名盛り上げ係長	BY_PLAYITEM	【メーター+1】召喚石の砂をプレゼントしました（あと265で配信者に召喚石をプレゼント）
2026-04-21 17:39:38.000	1119	たぬき23号	ふ:黄たぬき	BY_PUBLIC	昨日はギャル食べたのw
2026-04-21 17:39:37.000	1523	匿名盛り上げ係長	ふ:匿名盛り上げ係長	BY_PLAYITEM	エナジーチャージを3個プレゼントしました
2026-04-21 17:39:47.000	1120	たぬき11号	ふ:赤たぬき	BY_PUBLIC	そうです
2026-04-21 17:39:53.000	1122	たぬき22号	ふ:紫たぬき	BY_PUBLIC	そう、コラボした。せいじさんが繋げたみたい
2026-04-21 17:40:05.000	1122	たぬき4号	ふ:紫たぬき	BY_PUBLIC	今ただいま花屋にブロックされました。監視中ですw
2026-04-21 17:40:16.000	1121	たぬき15号	ふ:青たぬき	BY_PUBLIC	ロンシンさんも、🐼とのぶよしに騙されてるね…コレコレさんは相手にしないと思うあの界隈
2026-04-21 17:40:26.000	1122	たぬき20号	ふ:紫たぬき	BY_PUBLIC	🐼お前になんの関係もないんだよしゃしゃるなよ　閲覧すごいコレコレだからってw
2026-04-21 17:40:23.000	1118	たぬき24号	ふ:緑たぬき	BY_PUBLIC	あのパジャマでコレ枠上がったのか？www
2026-04-21 17:40:38.000	1122	たぬき4号	ふ:紫たぬき	BY_PUBLIC	何個アカウント作り直さないといけないのーw
2026-04-21 17:40:31.000	1122	たぬき21号	ふ:紫たぬき	BY_PUBLIC	セイジにも喧嘩売ったことになるね🐼
2026-04-21 17:40:49.000	1119	たぬき25号	ふ:黄たぬき	BY_PUBLIC	そもそもタワマンさん呼びたい言ったのに🦛がロンシンさんLINE教えて話したらその件何も知らなかったからやろ？
2026-04-21 17:40:52.000	1121	たぬき3号	ふ:青たぬき	BY_PUBLIC	花屋_な
2026-04-21 17:41:10.000	1119	たぬき26号	ふ:黄たぬき	BY_PUBLIC	小豚がイキってもコントでしょw
2026-04-21 17:41:28.000	1122	たぬき27号	ふ:紫たぬき	BY_PUBLIC	花屋 配信してねーよバカ😊
2026-04-21 17:41:41.000	1523	匿名盛り上げ係長	ふ:匿名盛り上げ係長	BY_PLAYITEM	エナジーチャージを3個プレゼントしました
2026-04-21 17:41:35.000	1523	匿名盛り上げ係長	ふ:匿名盛り上げ係長	BY_PLAYITEM	【メーター+1】召喚石の砂をプレゼントしました（あと264で配信者に召喚石をプレゼント）
2026-04-21 17:42:09.000	1118	たぬき24号	ふ:緑たぬき	BY_PUBLIC	弱い者にはコラボで意地目 🗼からは逃げる🐷
2026-04-21 17:42:30.000	44766322	ナナ🎤🐑🐕 🐾☠️✝️	ふ:1105_305	BY_PLAYITEM	エナジーチャージを3個プレゼントしました
2026-04-21 17:42:23.000	1122	たぬき4号	ふ:紫たぬき	BY_PUBLIC	毎回見てるからチェックしないとw
2026-04-21 17:42:33.000	44766322	ナナ🎤🐑🐕 🐾☠️✝️	ふ:1105_305	BY_PLAYITEM	【メーター+1】召喚石の砂をプレゼントしました（あと263で配信者に召喚石をプレゼント）
2026-04-21 17:43:06.000	1523	匿名盛り上げ係長	ふ:匿名盛り上げ係長	BY_PLAYITEM	エナジーチャージを3個プレゼントしました
2026-04-21 17:42:59.000	1122	たぬき21号	ふ:紫たぬき	BY_PUBLIC	セイジがロンシンさんとの通話を繋げてめっちゃ叩かれていきなり電話してきて失礼な発言態度してコレコレは何様だよってブチギレ🐼w
2026-04-21 17:43:16.000	1523	匿名盛り上げ係長	ふ:匿名盛り上げ係長	BY_PLAYITEM	【メーター+1】召喚石の砂をプレゼントしました（あと262で配信者に召喚石をプレゼント）
2026-04-21 17:45:21.000	1121	たぬき15号	ふ:青たぬき	BY_PUBLIC	犯人と決めつけてるのは、非常にやばいね💢憶測超えてるやん！
2026-04-21 17:45:16.000	1122	たぬき21号	ふ:紫たぬき	BY_PUBLIC	セイジとコレコレに喧嘩売ってイキリ散らして何がしたいんだろう52歳🐼
2026-04-21 17:45:41.000	1121	たぬき28号	ふ:青たぬき	BY_PUBLIC	月何回女の子食べてますか？
2026-04-21 17:45:59.000	1121	たぬき7号	ふ:青たぬき	BY_PUBLIC	無くした携帯に電話してみれば？
2026-04-21 17:46:42.000	1122	たぬき21号	ふ:紫たぬき	BY_PUBLIC	めちゃくちゃ巻き舌で吠えてましたよwふっかとの言い合いよりキレてたw
2026-04-21 17:46:55.000	1121	たぬき15号	ふ:青たぬき	BY_PUBLIC	iPhoneならiPhoneを探す🔍機能あるけどiPhoneじゃないのかな？
2026-04-21 17:47:20.000	1120	たぬき29号	ふ:赤たぬき	BY_PUBLIC	今来たです。何に謝ってるんですか？
2026-04-21 17:47:31.000	1523	匿名盛り上げ係長	ふ:匿名盛り上げ係長	BY_PLAYITEM	ふっかがYouTubeにあげましたよw
2026-04-21 17:47:34.000	1523	匿名盛り上げ係長	ふ:匿名盛り上げ係長	BY_PLAYITEM	【メーター+1】召喚石の砂をプレゼントしました（あと261で配信者に召喚石をプレゼント）
2026-04-21 17:47:44.000	1121	たぬき15号	ふ:青たぬき	BY_PUBLIC	今の言い方かわいい🩷
2026-04-21 17:48:00.000	1120	たぬき29号	ふ:赤たぬき	BY_PUBLIC	何が申し訳ありませんなの？
2026-04-21 17:48:17.000	1122	たぬき20号	ふ:紫たぬき	BY_PUBLIC	あひるとやりたいなーとか言ってたよ昨日w
2026-04-21 17:48:28.000	1122	たぬき4号	ふ:紫たぬき	BY_PUBLIC	言ってましたねw
2026-04-21 17:48:36.000	1122	たぬき20号	ふ:紫たぬき	BY_PUBLIC	男だからしゃーないw
2026-04-21 17:49:03.000	1122	たぬき4号	ふ:紫たぬき	BY_PUBLIC	アーカイブYouTubeに載せていいですか？
2026-04-21 17:49:46.000	1121	たぬき3号	ふ:青たぬき	BY_PUBLIC	大した事ないよ酔っ払って熱く語ると恥ずかしいけどw
2026-04-21 17:50:03.000	1121	たぬき15号	ふ:青たぬき	BY_PUBLIC	酔って記憶なくして後悔してるたわまんさん、悪いけど少しかわいい🩷
2026-04-21 17:50:04.000	1122	たぬき4号	ふ:紫たぬき	BY_PUBLIC	_ちゅいたいって言ってましたけど、普段から言っていますか？
2026-04-21 17:50:29.000	1523	匿名盛り上げ係長	ふ:匿名盛り上げ係長	BY_PLAYITEM	https://youtu.be/odVj7rshdis?si=-vE3NvEoSyuQbBSS
2026-04-21 17:50:15.000	1120	たぬき11号	ふ:赤たぬき	BY_PUBLIC	レンは料理うまいですよ
2026-04-21 17:51:33.000	1120	たぬき30号	ふ:赤たぬき	BY_PUBLIC	おしっこの切れも悪かったょ
2026-04-21 17:51:42.000	1118	たぬき31号	ふ:緑たぬき	BY_PUBLIC	バッグ無くしたのヤバイだろシャ部入ってね
2026-04-21 17:51:45.000	1122	たぬき4号	ふ:紫たぬき	BY_PUBLIC	それな
2026-04-21 17:52:16.000	1121	たぬき32号	ふ:青たぬき	BY_PUBLIC	めっちゃトイレ長かったでwww
2026-04-21 17:52:41.000	1122	たぬき4号	ふ:紫たぬき	BY_PUBLIC	先輩体重１１０キロてまじ？
2026-04-21 17:52:56.000	1121	たぬき32号	ふ:青たぬき	BY_PUBLIC	音めっちゃ聞こえてたでww
2026-04-21 17:53:35.000	1118	たぬき31号	ふ:緑たぬき	BY_PUBLIC	パイセンとぶつかり稽古して
2026-04-21 17:53:35.000	1121	たぬき32号	ふ:青たぬき	BY_PUBLIC	🤣🤣🤣🤣🤣
2026-04-21 17:53:58.000	1118	たぬき33号	ふ:緑たぬき	BY_PUBLIC	ききのがしたわー
2026-04-21 17:54:22.000	1121	たぬき3号	ふ:青たぬき	BY_PUBLIC	一蘭のインスタントラーメン一食500円やで
2026-04-21 17:54:32.000	1121	たぬき15号	ふ:青たぬき	BY_PUBLIC	wwwww
2026-04-21 17:54:54.000	1118	たぬき31号	ふ:緑たぬき	BY_PUBLIC	匂わせるね～
2026-04-21 17:54:52.000	1121	たぬき32号	ふ:青たぬき	BY_PUBLIC	🐫とコラボしながらトイレの音はまじ笑ったwww
2026-04-21 17:54:49.000	1122	たぬき34号	ふ:紫たぬき	BY_PUBLIC	あっ
2026-04-21 17:57:06.000	1523	匿名盛り上げ係長	ふ:匿名盛り上げ係長	BY_PLAYITEM	エナジーチャージを3個プレゼントしました
2026-04-21 17:57:01.000	1122	たぬき4号	ふ:紫たぬき	BY_PUBLIC	みんなでみましょ
2026-04-21 17:57:09.000	1523	匿名盛り上げ係長	ふ:匿名盛り上げ係長	BY_PLAYITEM	【メーター+1】召喚石の砂をプレゼントしました（あと260で配信者に召喚石をプレゼント）
2026-04-21 17:57:26.000	1523	匿名盛り上げ係長	ふ:匿名盛り上げ係長	BY_PLAYITEM	【メーター+1】召喚石の砂をプレゼントしました（あと259で配信者に召喚石をプレゼント）
2026-04-21 17:57:33.000	1523	匿名盛り上げ係長	ふ:匿名盛り上げ係長	BY_PLAYITEM	エナジーチャージを3個プレゼントしました
2026-04-21 17:57:54.000	1523	匿名盛り上げ係長	ふ:匿名盛り上げ係長	BY_PLAYITEM	【メーター+1】召喚石の砂をプレゼントしました（あと256で配信者に召喚石をプレゼント）
2026-04-21 17:57:54.000	1523	匿名盛り上げ係長	ふ:匿名盛り上げ係長	BY_PLAYITEM	【メーター+1】召喚石の砂をプレゼントしました（あと257で配信者に召喚石をプレゼント）
2026-04-21 17:57:51.000	1525	匿名盛り上げ部長	ふ:匿名盛り上げ部長	BY_PLAYITEM	エナジーチャージを3個プレゼントしました
2026-04-21 17:57:51.000	1523	匿名盛り上げ係長	ふ:匿名盛り上げ係長	BY_PLAYITEM	エナジーチャージを3個プレゼントしました
2026-04-21 17:57:46.000	1525	匿名盛り上げ部長	ふ:匿名盛り上げ部長	BY_PLAYITEM	【メーター+1】召喚石の砂をプレゼントしました（あと258で配信者に召喚石をプレゼント）
2026-04-21 17:58:02.000	1523	匿名盛り上げ係長	ふ:匿名盛り上げ係長	BY_PLAYITEM	【メーター+1】召喚石の砂をプレゼントしました（あと255で配信者に召喚石をプレゼント）
2026-04-21 17:57:59.000	1523	匿名盛り上げ係長	ふ:匿名盛り上げ係長	BY_PLAYITEM	【10倍】エナジーチャージを3個プレゼントしました
2026-04-21 17:58:14.000	1523	匿名盛り上げ係長	ふ:匿名盛り上げ係長	BY_PLAYITEM	【メーター+1】召喚石の砂をプレゼントしました（あと254で配信者に召喚石をプレゼント）
2026-04-21 17:58:08.000	1523	匿名盛り上げ係長	ふ:匿名盛り上げ係長	BY_PLAYITEM	エナジーチャージを3個プレゼントしました
2026-04-21 17:58:23.000	1523	匿名盛り上げ係長	ふ:匿名盛り上げ係長	BY_PLAYITEM	エナジーチャージを3個プレゼントしました
2026-04-21 17:58:21.000	1523	匿名盛り上げ係長	ふ:匿名盛り上げ係長	BY_PLAYITEM	【メーター+1】召喚石の砂をプレゼントしました（あと253で配信者に召喚石をプレゼント）
2026-04-21 17:58:19.000	1523	匿名盛り上げ係長	ふ:匿名盛り上げ係長	BY_PLAYITEM	エナジーチャージを3個プレゼントしました
2026-04-21 17:58:41.000	1524	匿名盛り上げ課長	ふ:匿名盛り上げ課長	BY_PLAYITEM	【メーター+1】召喚石の砂をプレゼントしました（あと252で配信者に召喚石をプレゼント）
2026-04-21 17:58:38.000	1524	匿名盛り上げ課長	ふ:匿名盛り上げ課長	BY_PLAYITEM	エナジーチャージを3個プレゼントしました
2026-04-21 17:58:47.000	1119	たぬき35号	ふ:黄たぬき	BY_PUBLIC	会話の内容聞いてたらＢＡＮになってないの奇跡
2026-04-21 17:59:37.000	1122	たぬき4号	ふ:紫たぬき	BY_PUBLIC	あひるとのコラボみて
